ID,Year_Birth,Education,Marital_Status,Income,Children,Wines_Products,Fruits_Products,Meat_Products,Fish_Products,Sweet_Products,PurchasesFromCatalog,PurchasesFromStore,PurchasesFromWeb,Deals_Claimed
1915,1945,Graduate,Married,69755,0,217,77,373,111,23,6,12,3,1
1916,1973,Graduate,Together,55593,1,293,8,124,11,4,6,3,6,2
1917,1971,Graduate,Single,72258,1,522,0,522,227,120,9,5,6,2
1918,1951,Master,Single,49389,2,40,0,19,2,1,0,3,2,1
1919,1983,PhD,Married,86580,0,532,21,127,26,20,2,5,4,0
1920,1991,Graduate,Single,8028,0,73,18,66,7,12,1,0,0,15
1921,1976,Secondary,Married,23718,1,6,3,14,15,7,1,2,3,3
1922,1967,PhD,Divorced,28420,1,4,2,5,2,0,0,2,1,1
1923,1989,PhD,Together,77845,0,760,40,480,0,40,5,12,3,1
1924,1959,Graduate,Married,65492,0,247,161,295,210,85,7,13,4,2
1925,1983,Graduate,Single,22148,0,15,5,14,0,4,0,3,1,1
1926,1969,Graduate,Married,44078,2,24,1,10,2,0,0,3,2,2
1927,1985,PhD,Married,18169,1,9,0,5,0,0,0,2,1,1
1928,1984,Master,Married,30477,1,47,1,6,0,0,1,3,1,1
1929,1978,PhD,Married,46377,1,37,0,46,4,3,1,3,2,1
1930,1947,Graduate,Together,70321,0,303,23,751,82,26,5,13,6,1
1931,1978,Graduate,Married,57113,2,182,4,33,0,2,1,5,4,6
1932,1967,PhD,Married,36947,2,88,3,21,4,1,0,4,3,4
1933,1958,Graduate,Together,46610,0,288,10,30,4,10,1,6,6,1
1934,1975,Graduate,Married,65106,1,790,19,133,12,0,3,13,8,3
1935,1975,Graduate,Married,23957,1,2,1,18,20,11,0,3,2,1
1936,1976,Graduate,Together,36283,2,6,5,5,8,0,0,3,1,2
1937,1975,PhD,Together,56559,1,226,22,133,41,31,3,8,4,3
1938,1978,Master,Married,43783,1,327,9,125,25,4,1,8,7,6
1939,1970,PhD,Married,38853,2,29,0,14,0,0,0,3,2,2
1940,1968,Master,Single,50014,1,234,14,77,19,10,1,8,4,2
1941,1980,Secondary,Single,45889,1,31,0,6,0,1,0,3,1,1
1942,1975,Graduate,Together,76532,2,355,30,177,90,138,5,7,9,4
1943,1960,Master,Married,30522,1,179,8,83,19,11,2,9,1,5
1944,1951,Graduate,Widow,70792,0,344,45,654,104,11,4,10,3,2
1945,1967,Graduate,Married,61223,1,709,43,182,42,118,3,4,9,2
1946,1976,Graduate,Married,53858,1,407,53,221,58,150,3,6,4,4
1947,1961,Graduate,Single,45938,0,273,11,178,62,83,4,6,8,2
1948,1948,Graduate,Married,92344,0,992,24,694,51,19,10,5,5,0
1949,1984,Master,Single,31385,1,3,2,12,0,1,0,2,1,1
1950,1970,Graduate,Single,24163,2,4,1,7,2,1,0,3,1,2
1951,1983,Graduate,Married,76630,0,255,31,446,40,56,10,11,3,1
1952,1958,Graduate,Together,66886,1,315,4,62,41,31,1,7,7,2
1953,1965,Graduate,Married,72190,0,597,166,597,172,166,6,4,5,1
1954,1963,PhD,Divorced,72968,0,1092,37,592,145,37,5,8,5,1
1955,1968,Graduate,Married,45688,1,279,0,18,0,0,1,8,3,2
1956,1964,Graduate,Widow,85620,0,416,46,925,60,107,6,4,3,1
1957,1955,Graduate,Together,76005,0,983,20,389,240,50,5,13,3,1
1958,1963,Graduate,Divorced,33378,2,33,6,40,3,7,0,4,2,3
1959,1969,Graduate,Single,57731,1,266,21,300,65,8,8,6,8,4
1960,1977,Graduate,Single,37774,2,173,8,107,7,2,2,3,7,4
1961,1949,Graduate,Widow,72298,0,625,35,169,58,17,3,6,4,1
1962,1952,Graduate,Together,75278,0,304,98,230,150,74,3,13,6,1
1963,1960,Master,Married,89058,0,454,194,106,31,22,4,4,5,1
1964,1967,Graduate,Together,75702,2,650,28,353,45,42,6,11,4,5
1965,1988,Secondary,Married,15716,1,16,5,30,8,7,0,4,3,3
1966,1980,Secondary,Together,25130,1,2,5,7,0,18,0,3,2,2
1967,1968,PhD,Married,29187,1,26,0,6,0,0,0,3,1,1
1968,1984,PhD,Single,16269,1,19,3,18,3,1,0,3,3,3
1969,1987,Graduate,Together,67605,0,336,28,282,184,54,8,6,2,1
1970,1961,Graduate,Married,36443,2,65,0,46,4,3,1,3,3,4
1971,1976,Master,Married,33181,1,9,0,3,0,0,0,2,1,1
1972,1950,PhD,Married,48699,2,26,1,10,2,0,0,3,1,1
1973,1975,Graduate,Married,51948,1,82,33,54,71,30,2,4,5,2
1974,1956,PhD,Together,77376,2,492,19,110,16,12,3,10,6,4
1975,1974,Graduate,Married,72099,0,546,91,410,119,0,4,10,3,1
1976,1984,Graduate,Single,79607,0,450,133,951,173,0,6,6,3,1
1977,1977,Graduate,Single,85072,0,494,92,391,194,11,4,10,3,1
1978,1978,Graduate,Married,51267,2,183,2,64,7,2,3,5,3,4
1979,1984,Basic,Single,25707,1,1,6,2,3,6,0,3,1,1
1980,1971,PhD,Together,78642,1,1396,0,322,46,35,9,4,4,1
1981,1953,Graduate,Together,34587,2,7,2,9,2,0,0,3,1,2
1982,1961,Graduate,Married,27116,2,12,1,21,2,2,0,3,2,2
1983,1952,Secondary,Together,57247,1,99,4,32,37,54,1,7,2,2
1984,1972,Graduate,Divorced,51813,2,51,2,7,0,1,0,3,2,2
1985,1991,Graduate,Together,89891,0,412,22,132,59,28,6,8,11,1
1986,1973,Graduate,Single,3502,1,2,1,1,0,0,0,0,0,0
1987,1966,Graduate,Together,70713,1,736,114,279,82,76,6,8,5,6
1988,1970,Graduate,Together,19656,1,25,4,9,6,8,1,3,2,3
1989,1981,Graduate,Married,19419,1,2,14,28,16,3,0,3,4,4
1990,1975,Graduate,Together,22280,1,2,1,4,3,1,0,2,1,1
1991,1961,Graduate,Married,49678,1,229,5,56,3,2,2,4,6,2
1992,1970,PhD,Together,65968,1,376,9,83,19,4,4,7,5,2
1993,1972,Master,Single,42394,1,15,2,10,0,1,0,3,1,1
1994,1978,Basic,Single,26487,1,2,8,10,12,14,1,3,2,3
1995,1986,Graduate,Divorced,41411,0,37,32,38,11,3,1,4,2,1
